index,label,filepath,source_filepath,onset_s,offset_s,duration_s,n_frames,id
-1,Nothing,G:\F3\F3a_20250118\26D01643.WAV,G:\F3\F3a_20250118\26D01643.WAV,434.4494728317377,435.24224226013314,0.7927694283954243,7,bg_27
-1,Nothing,G:\F3\F3a_20250118\26D01643.WAV,G:\F3\F3a_20250118\26D01643.WAV,408.9998820467886,411.53843643857414,2.5385543917855276,25,bg_28
-1,Nothing,G:\F3\F3a_20250118\26D01643.WAV,G:\F3\F3a_20250118\26D01643.WAV,416.1910132112552,418.91343832697595,2.7224251157207373,27,bg_29
-1,Nothing,G:\F3\F3a_20250118\26D01646.WAV,G:\F3\F3a_20250118\26D01646.WAV,1758.2158042228964,1761.3889511971054,3.1731469742089673,31,bg_30
-1,Nothing,G:\F3\F3a_20250118\26D01646.WAV,G:\F3\F3a_20250118\26D01646.WAV,1727.9273022507425,1733.7191076979846,5.791805447242144,57,bg_31
-1,Nothing,G:\F3\F3a_20250118\26D01646.WAV,G:\F3\F3a_20250118\26D01646.WAV,148.9656183558216,157.1988120101489,8.23319365432733,82,bg_32
-1,Nothing,G:\F3\F3a_20250118\26D01646.WAV,G:\F3\F3a_20250118\26D01646.WAV,829.3115678362656,836.6739816669318,7.362413830666278,73,bg_33
-1,Nothing,G:\F3\F3a_20250118\26D01646.WAV,G:\F3\F3a_20250118\26D01646.WAV,1670.598270499313,1672.545235475088,1.9469649757751,19,bg_34
-1,Nothing,G:\F3\F3a_20250118\26D01649.WAV,G:\F3\F3a_20250118\26D01649.WAV,1217.6408075206468,1221.7605091685634,4.1197016479165836,41,bg_35
-1,Nothing,G:\F3\F3a_20250118\26D01649.WAV,G:\F3\F3a_20250118\26D01649.WAV,1040.3718347418796,1046.859519376509,6.48768463462944,64,bg_36
-1,Nothing,G:\F3\F3a_20250118\26D01649.WAV,G:\F3\F3a_20250118\26D01649.WAV,929.0872812779892,930.708337348134,1.6210560701448955,16,bg_37
-1,Nothing,G:\F3\F3a_20250118\26D01649.WAV,G:\F3\F3a_20250118\26D01649.WAV,254.80431632532918,263.93583288705145,9.131516561722266,91,bg_38
-1,Nothing,G:\F3\F3a_20250118\26D01649.WAV,G:\F3\F3a_20250118\26D01649.WAV,1608.4065707983168,1618.11374638312,9.707175584803377,97,bg_39
-1,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,G:\F3\AuralF3_20240901\26D01659.WAV,1447.329103101934,1454.6395598989443,7.310456797010458,73,bg_40
-1,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,G:\F3\AuralF3_20240901\26D01659.WAV,982.9514172992854,984.3671314397436,1.4157141404582432,14,bg_41
-1,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,G:\F3\AuralF3_20240901\26D01659.WAV,1491.8865591555855,1496.7164339090048,4.829874753419305,48,bg_42
-1,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,G:\F3\AuralF3_20240901\26D01659.WAV,191.69813574909165,197.70072165403965,6.0025859049480115,60,bg_43
-1,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,G:\F3\AuralF3_20240901\26D01659.WAV,778.3129855674267,786.9508212663043,8.637835698877566,86,bg_44
-1,Nothing,G:\F3\F3a_20250418\26D02000.WAV,G:\F3\F3a_20250418\26D02000.WAV,1162.252480436845,1166.8573643147085,4.604883877863485,46,bg_45
-1,Nothing,G:\F3\F3a_20250418\26D02000.WAV,G:\F3\F3a_20250418\26D02000.WAV,7.608354741979883,13.65728544665087,6.048930704670988,60,bg_46
-1,Nothing,G:\F3\F3a_20250418\26D02000.WAV,G:\F3\F3a_20250418\26D02000.WAV,167.17137305179006,171.62154337241085,4.450170320620792,44,bg_47
-1,Nothing,G:\F3\F3a_20250418\26D02000.WAV,G:\F3\F3a_20250418\26D02000.WAV,13.145210203303066,18.338122986125995,5.19291278282293,51,bg_48
-1,Nothing,G:\F3\F3a_20250418\26D02000.WAV,G:\F3\F3a_20250418\26D02000.WAV,55.62976820872617,57.11209640209041,1.4823281933642405,14,bg_49
-1,Nothing,G:\F3\F3a_20250418\26D02019.WAV,G:\F3\F3a_20250418\26D02019.WAV,974.1579297573943,976.2785629584947,2.120633201100418,21,bg_50
-1,Nothing,G:\F3\F3a_20250418\26D02019.WAV,G:\F3\F3a_20250418\26D02019.WAV,1749.7619234184576,1753.5571865615386,3.7952631430809523,37,bg_51
-1,Nothing,G:\F3\F3a_20250418\26D02019.WAV,G:\F3\F3a_20250418\26D02019.WAV,809.2662757965652,809.9829125713474,0.7166367747821263,7,bg_52
-1,Nothing,G:\F3\F3a_20250418\26D02019.WAV,G:\F3\F3a_20250418\26D02019.WAV,1691.6577355169898,1699.5937201758675,7.935984658877719,79,bg_53
-1,Nothing,G:\F3\F3a_20250418\26D02019.WAV,G:\F3\F3a_20250418\26D02019.WAV,1787.9472606472382,1793.0705147902006,5.123254142962523,51,bg_54
-1,Nothing,G:\F1\F1_20240421\279C0115.WAV,G:\F1\F1_20240421\279C0115.WAV,167.0151396958362,172.94655619340892,5.931416497572716,59,bg_55
-1,Nothing,G:\F1\F1_20240421\279C0115.WAV,G:\F1\F1_20240421\279C0115.WAV,1123.8716622305017,1126.9079310298746,3.036268799372989,30,bg_56
-1,Nothing,G:\F1\F1_20240421\279C0115.WAV,G:\F1\F1_20240421\279C0115.WAV,7.650553977623867,12.32021285052181,4.669658872897943,46,bg_57
-1,Nothing,G:\F1\F1_20240421\279C0115.WAV,G:\F1\F1_20240421\279C0115.WAV,49.13125116075434,57.481024440600734,8.3497732798464,83,bg_58
-1,Nothing,G:\F1\F1_20240421\279C0115.WAV,G:\F1\F1_20240421\279C0115.WAV,544.8449514637302,550.6082948273512,5.76334336362097,57,bg_59
-1,Nothing,G:\F2\F2a_20250203\279C0246.WAV,G:\F2\F2a_20250203\279C0246.WAV,461.354310378847,468.2405912627252,6.886280883878211,68,bg_60
-1,Nothing,G:\F2\F2a_20250203\279C0246.WAV,G:\F2\F2a_20250203\279C0246.WAV,537.3718776680662,544.7783265037916,7.406448835725385,74,bg_61
-1,Nothing,G:\F2\F2a_20250203\279C0246.WAV,G:\F2\F2a_20250203\279C0246.WAV,990.0040186556612,991.5275576422422,1.5235389865810174,15,bg_62
-1,Nothing,G:\F2\F2a_20250203\279C0246.WAV,G:\F2\F2a_20250203\279C0246.WAV,1331.3513537541003,1332.206773037774,0.8554192836737079,8,bg_63
-1,Nothing,G:\F2\F2a_20250203\279C0246.WAV,G:\F2\F2a_20250203\279C0246.WAV,567.7936187282822,571.8173804249755,4.0237616966931675,40,bg_64
-1,Nothing,G:\F2\F2a_20250203\279C0252.WAV,G:\F2\F2a_20250203\279C0252.WAV,1751.5195945566586,1755.0324140384744,3.5128194818157956,35,bg_65
-1,Nothing,G:\F2\F2a_20250203\279C0252.WAV,G:\F2\F2a_20250203\279C0252.WAV,1085.4006296605776,1088.6643491229088,3.2637194623311268,32,bg_66
-1,Nothing,G:\F2\F2a_20250203\279C0252.WAV,G:\F2\F2a_20250203\279C0252.WAV,997.0428233526641,1006.4352372681292,9.392413915465152,93,bg_67
-1,Nothing,G:\F2\F2a_20250203\279C0252.WAV,G:\F2\F2a_20250203\279C0252.WAV,828.3312678935489,829.257918777776,0.9266508842271254,9,bg_68
-1,Nothing,G:\F2\F2a_20250203\279C0252.WAV,G:\F2\F2a_20250203\279C0252.WAV,618.8376172782105,627.8085513076321,8.970934029421683,89,bg_69
-1,Nothing,G:\F2\F2a_20250203\279C0263.WAV,G:\F2\F2a_20250203\279C0263.WAV,569.7347426127455,578.6972712760916,8.962528663345987,89,bg_70
-1,Nothing,G:\F2\F2a_20250203\279C0263.WAV,G:\F2\F2a_20250203\279C0263.WAV,1679.4771503459012,1682.9784763382938,3.5013259923925335,35,bg_71
-1,Nothing,G:\F2\F2a_20250203\279C0263.WAV,G:\F2\F2a_20250203\279C0263.WAV,1127.8618002131666,1134.6475822132604,6.785782000093731,67,bg_72
-1,Nothing,G:\F2\F2a_20250203\279C0263.WAV,G:\F2\F2a_20250203\279C0263.WAV,1154.0788760761593,1161.673377383975,7.594501307815747,75,bg_73
-1,Nothing,G:\F2\F2a_20250203\279C0263.WAV,G:\F2\F2a_20250203\279C0263.WAV,1345.3476300642947,1354.7473549943657,9.399724930070903,93,bg_74
-1,Nothing,G:\F2\F2a_20250203\279C0265.WAV,G:\F2\F2a_20250203\279C0265.WAV,96.3286822338605,104.72425261904712,8.395570385186609,83,bg_75
-1,Nothing,G:\F2\F2a_20250203\279C0265.WAV,G:\F2\F2a_20250203\279C0265.WAV,897.7428650613977,899.9459139888962,2.2030489274985214,22,bg_76
-1,Nothing,G:\F2\F2a_20250203\279C0265.WAV,G:\F2\F2a_20250203\279C0265.WAV,1139.8763524554856,1142.2424817797742,2.366129324288446,23,bg_77
-1,Nothing,G:\F2\F2a_20250203\279C0265.WAV,G:\F2\F2a_20250203\279C0265.WAV,784.8173746664918,792.702720629783,7.885345963291186,78,bg_78
-1,Nothing,G:\F2\F2a_20250203\279C0265.WAV,G:\F2\F2a_20250203\279C0265.WAV,1643.3641605349883,1645.2311868092252,1.8670262742368824,18,bg_79
-1,Nothing,G:\F2\F2a_20250203\279C0268.WAV,G:\F2\F2a_20250203\279C0268.WAV,69.45748483002261,72.13921711501173,2.681732284989125,26,bg_80
-1,Nothing,G:\F2\F2a_20250203\279C0268.WAV,G:\F2\F2a_20250203\279C0268.WAV,52.41557386667614,54.072982660647185,1.6574087939710456,16,bg_81
-1,Nothing,G:\F2\F2a_20250203\279C0268.WAV,G:\F2\F2a_20250203\279C0268.WAV,1664.5606536578232,1671.6561467964307,7.095493138607422,70,bg_82
-1,Nothing,G:\F2\F2a_20250203\279C0268.WAV,G:\F2\F2a_20250203\279C0268.WAV,1152.9453210227382,1161.0845040214697,8.139182998731496,81,bg_83
-1,Nothing,G:\F2\F2a_20250203\279C0268.WAV,G:\F2\F2a_20250203\279C0268.WAV,1652.310123253703,1659.8304712909007,7.520348037197647,75,bg_84
-1,Nothing,G:\F2\F2a_20250211\279C0439.WAV,G:\F2\F2a_20250211\279C0439.WAV,237.01710393911432,246.32894817367614,9.311844234561823,93,bg_85
-1,Nothing,G:\F2\F2a_20250211\279C0439.WAV,G:\F2\F2a_20250211\279C0439.WAV,384.52232819790623,387.88134076982516,3.3590125719189277,33,bg_86
-1,Nothing,G:\F2\F2a_20250211\279C0439.WAV,G:\F2\F2a_20250211\279C0439.WAV,1174.653603633315,1184.2320245752612,9.578420941946215,95,bg_87
-1,Nothing,G:\F2\F2a_20250211\279C0439.WAV,G:\F2\F2a_20250211\279C0439.WAV,1201.5186625376784,1210.8043426161428,9.285680078464258,92,bg_88
-1,Nothing,G:\F2\F2a_20250211\279C0439.WAV,G:\F2\F2a_20250211\279C0439.WAV,0.7731819830636394,7.295945544033948,6.522763560970309,65,bg_89
-1,Nothing,G:\F2\F2a_20250211\279C0440.WAV,G:\F2\F2a_20250211\279C0440.WAV,1735.7900904828912,1737.6233166549982,1.83322617210717,18,bg_90
-1,Nothing,G:\F2\F2a_20250211\279C0440.WAV,G:\F2\F2a_20250211\279C0440.WAV,146.15929244761097,152.3216967033375,6.162404255726542,61,bg_91
-1,Nothing,G:\F2\F2a_20250211\279C0440.WAV,G:\F2\F2a_20250211\279C0440.WAV,222.41018213053064,227.3503073453059,4.94012521477527,49,bg_92
-1,Nothing,G:\F2\F2a_20250211\279C0440.WAV,G:\F2\F2a_20250211\279C0440.WAV,148.47422054031898,150.01108850959346,1.536867969274482,15,bg_93
-1,Nothing,G:\F2\F2a_20250211\279C0440.WAV,G:\F2\F2a_20250211\279C0440.WAV,1160.473129972934,1163.183217021615,2.71008704868112,27,bg_94
-1,Nothing,G:\F2\F2a_20250211\279C0441.WAV,G:\F2\F2a_20250211\279C0441.WAV,1124.348591415911,1133.092111476783,8.743520060872106,87,bg_95
-1,Nothing,G:\F2\F2a_20250211\279C0441.WAV,G:\F2\F2a_20250211\279C0441.WAV,45.12287572528756,49.54230563338752,4.419429908099963,44,bg_96
-1,Nothing,G:\F2\F2a_20250211\279C0441.WAV,G:\F2\F2a_20250211\279C0441.WAV,89.9393946574862,96.63273940049596,6.693344743009755,66,bg_97
-1,Nothing,G:\F2\F2a_20250211\279C0441.WAV,G:\F2\F2a_20250211\279C0441.WAV,509.4831265988437,514.2951469785685,4.8120203797248475,48,bg_98
-1,Nothing,G:\F2\F2a_20250211\279C0441.WAV,G:\F2\F2a_20250211\279C0441.WAV,83.93009300215624,91.51722866446899,7.587135662312741,75,bg_99
-1,Nothing,G:\F2\F2a_20250211\279C0443.WAV,G:\F2\F2a_20250211\279C0443.WAV,1633.9617521853388,1635.461893943953,1.5001417586141872,15,bg_100
-1,Nothing,G:\F2\F2a_20250211\279C0443.WAV,G:\F2\F2a_20250211\279C0443.WAV,1083.4234888964825,1085.312134716313,1.8886458198306337,18,bg_101
-1,Nothing,G:\F2\F2a_20250211\279C0443.WAV,G:\F2\F2a_20250211\279C0443.WAV,1764.6876044056414,1768.1357838079202,3.448179402278707,34,bg_102
-1,Nothing,G:\F2\F2a_20250211\279C0443.WAV,G:\F2\F2a_20250211\279C0443.WAV,374.00586541348474,376.0784167794699,2.0725513659851424,20,bg_103
-1,Nothing,G:\F2\F2a_20250211\279C0443.WAV,G:\F2\F2a_20250211\279C0443.WAV,1317.9646955368332,1319.9240227911578,1.959327254324557,19,bg_104
-1,Nothing,G:\F2\F2a_20250211\279C0444.WAV,G:\F2\F2a_20250211\279C0444.WAV,18.386558567255076,19.412814954315547,1.026256387060471,10,bg_105
-1,Nothing,G:\F2\F2a_20250211\279C0444.WAV,G:\F2\F2a_20250211\279C0444.WAV,329.55975950687747,330.56688786683566,1.0071283599581662,10,bg_106
-1,Nothing,G:\F2\F2a_20250211\279C0444.WAV,G:\F2\F2a_20250211\279C0444.WAV,574.7534565177746,578.9929458576788,4.239489339904268,42,bg_107
-1,Nothing,G:\F2\F2a_20250211\279C0444.WAV,G:\F2\F2a_20250211\279C0444.WAV,1216.4021605366665,1221.6951597883776,5.292999251711186,52,bg_108
-1,Nothing,G:\F2\F2a_20250211\279C0444.WAV,G:\F2\F2a_20250211\279C0444.WAV,1345.847586202527,1346.7605992916485,0.9130130891215235,9,bg_109
-1,Nothing,G:\F2\F2a_20250211\279C0445.WAV,G:\F2\F2a_20250211\279C0445.WAV,1050.5985272868656,1053.3476035623573,2.7490762754917624,27,bg_110
-1,Nothing,G:\F2\F2a_20250211\279C0445.WAV,G:\F2\F2a_20250211\279C0445.WAV,979.7201859644861,984.1746790086664,4.454493044180326,44,bg_111
-1,Nothing,G:\F2\F2a_20250211\279C0445.WAV,G:\F2\F2a_20250211\279C0445.WAV,1339.1306435089948,1343.1799778243608,4.049334315365931,40,bg_112
-1,Nothing,G:\F2\F2a_20250211\279C0445.WAV,G:\F2\F2a_20250211\279C0445.WAV,1126.8228327536638,1135.2406890146551,8.417856260991318,84,bg_113
-1,Nothing,G:\F2\F2a_20250211\279C0445.WAV,G:\F2\F2a_20250211\279C0445.WAV,1240.0987939626996,1249.3847917183712,9.28599775567159,92,bg_114
-1,Nothing,G:\F2\F2a_20250211\279C0446.WAV,G:\F2\F2a_20250211\279C0446.WAV,279.34103158882425,288.41623645613663,9.075204867312362,90,bg_115
-1,Nothing,G:\F2\F2a_20250211\279C0446.WAV,G:\F2\F2a_20250211\279C0446.WAV,1071.6670979911737,1079.786343853773,8.11924586259914,81,bg_116
-1,Nothing,G:\F2\F2a_20250211\279C0446.WAV,G:\F2\F2a_20250211\279C0446.WAV,1276.539283724668,1284.4397490931601,7.900465368492226,79,bg_117
-1,Nothing,G:\F2\F2a_20250211\279C0446.WAV,G:\F2\F2a_20250211\279C0446.WAV,786.6982203333419,792.2908666748444,5.5926463415025545,55,bg_118
-1,Nothing,G:\F2\F2a_20250211\279C0446.WAV,G:\F2\F2a_20250211\279C0446.WAV,993.4684709840631,998.3650649572014,4.896593973138401,48,bg_119
-1,Nothing,G:\F2\F2a_20250211\279C0450.WAV,G:\F2\F2a_20250211\279C0450.WAV,57.846671898334556,64.4225229750871,6.575851076752546,65,bg_120
-1,Nothing,G:\F2\F2a_20250211\279C0450.WAV,G:\F2\F2a_20250211\279C0450.WAV,173.18049865797133,178.22033276119691,5.039834103225585,50,bg_121
-1,Nothing,G:\F2\F2a_20250211\279C0450.WAV,G:\F2\F2a_20250211\279C0450.WAV,890.7256020363515,893.4350164713758,2.7094144350243,27,bg_122
-1,Nothing,G:\F2\F2a_20250211\279C0450.WAV,G:\F2\F2a_20250211\279C0450.WAV,905.9701667593013,909.5813746212204,3.6112078619191816,36,bg_123
-1,Nothing,G:\F2\F2a_20250211\279C0450.WAV,G:\F2\F2a_20250211\279C0450.WAV,392.2924415962663,399.3070033780978,7.014561781831481,70,bg_124
-1,Nothing,G:\F2\F2a_20250211\279C0454.WAV,G:\F2\F2a_20250211\279C0454.WAV,42.65035590679493,51.85566209240762,9.20530618561269,92,bg_125
-1,Nothing,G:\F2\F2a_20250211\279C0454.WAV,G:\F2\F2a_20250211\279C0454.WAV,79.99597684881662,83.61540829636117,3.6194314475445437,36,bg_126
-1,Nothing,G:\F2\F2a_20250211\279C0454.WAV,G:\F2\F2a_20250211\279C0454.WAV,1462.5377050010043,1469.2372847363251,6.699579735320969,66,bg_127
-1,Nothing,G:\F2\F2a_20250211\279C0454.WAV,G:\F2\F2a_20250211\279C0454.WAV,589.7941552534987,595.3550168761233,5.5608616226245315,55,bg_128
-1,Nothing,G:\F2\F2a_20250211\279C0454.WAV,G:\F2\F2a_20250211\279C0454.WAV,444.2834809494543,451.76496599140205,7.481485041947763,74,bg_129
-1,Nothing,G:\F2\F2a_20250211\279C0461.WAV,G:\F2\F2a_20250211\279C0461.WAV,68.35563872922171,75.45622095299744,7.100582223775733,71,bg_130
-1,Nothing,G:\F2\F2a_20250211\279C0461.WAV,G:\F2\F2a_20250211\279C0461.WAV,323.5046921853959,329.84129972054416,6.336607535148238,63,bg_131
-1,Nothing,G:\F2\F2a_20250211\279C0461.WAV,G:\F2\F2a_20250211\279C0461.WAV,150.62066315786592,158.0149616264445,7.3942984685785555,73,bg_132
-1,Nothing,G:\F2\F2a_20250211\279C0461.WAV,G:\F2\F2a_20250211\279C0461.WAV,25.61516698755372,27.42054232291284,1.8053753353591206,18,bg_133
-1,Nothing,G:\F2\F2a_20250211\279C0461.WAV,G:\F2\F2a_20250211\279C0461.WAV,134.36399304463538,142.4723927174438,8.108399672808417,81,bg_134
-1,Nothing,G:\F1\F1_20240518\279C0760.WAV,G:\F1\F1_20240518\279C0760.WAV,1776.1374233638508,1784.1910143341902,8.053590970339316,80,bg_135
-1,Nothing,G:\F1\F1_20240518\279C0760.WAV,G:\F1\F1_20240518\279C0760.WAV,1526.507040982642,1529.4141828441143,2.9071418614722786,29,bg_136
-1,Nothing,G:\F1\F1_20240518\279C0760.WAV,G:\F1\F1_20240518\279C0760.WAV,1548.7181651865317,1555.0717393367609,6.353574150229153,63,bg_137
-1,Nothing,G:\F1\F1_20240518\279C0760.WAV,G:\F1\F1_20240518\279C0760.WAV,695.180402103666,701.0474329126541,5.867030808988198,58,bg_138
-1,Nothing,G:\F1\F1_20240518\279C0760.WAV,G:\F1\F1_20240518\279C0760.WAV,1724.5909669210562,1730.0559687884308,5.465001867374666,54,bg_139
-1,Nothing,G:\F1\F1_20240518\279C0768.WAV,G:\F1\F1_20240518\279C0768.WAV,271.1774159280358,279.2702407349005,8.092824806864634,80,bg_140
-1,Nothing,G:\F1\F1_20240518\279C0768.WAV,G:\F1\F1_20240518\279C0768.WAV,270.21383313570465,279.5605773747606,9.346744239055967,93,bg_141
-1,Nothing,G:\F1\F1_20240518\279C0768.WAV,G:\F1\F1_20240518\279C0768.WAV,1279.1706755773537,1280.7831594534048,1.6124838760510498,16,bg_142
-1,Nothing,G:\F1\F1_20240518\279C0768.WAV,G:\F1\F1_20240518\279C0768.WAV,185.5546837925177,190.0314626500263,4.476778857508605,44,bg_143
-1,Nothing,G:\F1\F1_20240518\279C0768.WAV,G:\F1\F1_20240518\279C0768.WAV,1639.4608018042618,1646.3375002306934,6.87669842643163,68,bg_144
-1,Nothing,G:\F1\F1_20240518\279C0770.WAV,G:\F1\F1_20240518\279C0770.WAV,175.00822668309948,182.75228208027067,7.744055397171197,77,bg_145
-1,Nothing,G:\F1\F1_20240518\279C0770.WAV,G:\F1\F1_20240518\279C0770.WAV,835.9542233956479,839.9140475644824,3.9598241688345133,39,bg_146
-1,Nothing,G:\F1\F1_20240518\279C0770.WAV,G:\F1\F1_20240518\279C0770.WAV,611.0450863202357,612.9490283593865,1.9039420391508206,19,bg_147
-1,Nothing,G:\F1\F1_20240518\279C0770.WAV,G:\F1\F1_20240518\279C0770.WAV,1487.484067822555,1492.1441561759432,4.660088353388156,46,bg_148
-1,Nothing,G:\F1\F1_20240518\279C0770.WAV,G:\F1\F1_20240518\279C0770.WAV,607.4495973826362,613.2030315025387,5.75343411990255,57,bg_149
-1,Nothing,G:\F1\F1_20240618\279C1506.WAV,G:\F1\F1_20240618\279C1506.WAV,1515.799979124961,1523.7128433171004,7.912864192139226,79,bg_150
-1,Nothing,G:\F1\F1_20240618\279C1506.WAV,G:\F1\F1_20240618\279C1506.WAV,935.6794214887033,945.5524211654844,9.87299967678106,98,bg_151
-1,Nothing,G:\F1\F1_20240618\279C1506.WAV,G:\F1\F1_20240618\279C1506.WAV,1109.0505423138543,1118.5868915838907,9.53634927003649,95,bg_152
-1,Nothing,G:\F1\F1_20240618\279C1506.WAV,G:\F1\F1_20240618\279C1506.WAV,159.34319637245417,165.89539827037063,6.552201897916472,65,bg_153
-1,Nothing,G:\F1\F1_20240618\279C1506.WAV,G:\F1\F1_20240618\279C1506.WAV,16.084464468822166,22.172915468529762,6.088450999707597,60,bg_154
-1,Nothing,G:\F1\F1_20240703\279C1863.WAV,G:\F1\F1_20240703\279C1863.WAV,1760.979889697225,1765.7959103347216,4.816020637496592,48,bg_155
-1,Nothing,G:\F1\F1_20240703\279C1863.WAV,G:\F1\F1_20240703\279C1863.WAV,1686.481604400411,1689.78751514118,3.3059107407688537,33,bg_156
-1,Nothing,G:\F1\F1_20240703\279C1863.WAV,G:\F1\F1_20240703\279C1863.WAV,1590.1615743673087,1593.5298845860125,3.36831021870367,33,bg_157
-1,Nothing,G:\F1\F1_20240703\279C1863.WAV,G:\F1\F1_20240703\279C1863.WAV,1589.7542643571296,1597.676557693729,7.922293336599401,79,bg_158
-1,Nothing,G:\F1\F1_20240703\279C1863.WAV,G:\F1\F1_20240703\279C1863.WAV,430.36788616758656,439.22028639851015,8.85240023092358,88,bg_159
-1,Nothing,G:\F1\F1_20240703\279C1864.WAV,G:\F1\F1_20240703\279C1864.WAV,670.8243757199252,679.2748932267042,8.450517506778914,84,bg_160
-1,Nothing,G:\F1\F1_20240703\279C1864.WAV,G:\F1\F1_20240703\279C1864.WAV,437.5679387257974,444.3919437188095,6.8240049930121005,68,bg_161
