file,onset_s,offset_s,label,freq_min,freq_max,selection,view,filepath,index,source_filepath,duration_s,n_frames,id
279C2978.wav,1325.612,1326.837,G01,2666.0,5429.0,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,1362.335,1363.464,G01,2908.4,5089.7,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2978.wav,1387.462,1388.792,G01,3005.3,5138.2,15.0,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV,,,,,
279C2980.wav,406.458,407.56,G01,2181.3,5477.5,30.0,Spectrogram 1,G:\F1\F1_20240818\279C2980.WAV,,,,,
279C2980.wav,534.64,536.154,G01,4459.6,15269.1,30.0,Spectrogram 1,G:\F1\F1_20240818\279C2980.WAV,,,,,
279C2981.wav,1224.3,1227.149,G01,8870.6,14348.2,34.0,Spectrogram 1,G:\F1\F1_20240818\279C2981.WAV,,,,,
B92C0088.wav,750.988,752.028,G01,5390.4,13050.5,3.0,Spectrogram 1,G:\F2\F2_20240420\B92C0088.WAV,,,,,
B92C0091.wav,1190.162,1190.821,G01,9390.0,15736.4,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1559.016,1572.195,G01,8676.5,16091.0,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1696.338,1697.49,G01,11155.5,15437.5,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1704.472,1705.725,G01,11020.3,15414.9,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1725.912,1726.578,G01,9355.4,15511.5,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1758.046,1758.63,G01,9908.1,16060.2,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0091.wav,1768.835,1780.545,G01,10434.4,15437.5,5.0,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV,,,,,
B92C0092.wav,407.512,410.285,G01,8361.0,11719.0,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0092.wav,615.144,636.107,G01,3155.1,13431.7,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0092.wav,652.024,662.13,G01,4034.0,12552.8,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0092.wav,708.172,709.078,G01,8482.8,10906.5,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0092.wav,802.415,807.543,G01,3087.5,13769.8,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0092.wav,1690.926,1691.694,G01,4214.3,10704.8,11.0,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV,,,,,
B92C0096.wav,910.512,911.597,G01,4146.7,9127.3,20.0,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV,,,,,
B92C0096.wav,1313.44,1314.175,G01,3650.9,11358.4,20.0,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV,,,,,
B92C0096.wav,1325.14,1325.758,G01,3853.7,5296.1,20.0,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV,,,,,
B92C0096.wav,1334.611,1334.928,G01,3876.3,4867.9,20.0,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV,,,,,
B92C0096.wav,1465.802,1467.122,G01,5701.7,9938.6,20.0,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV,,,,,
B92C0100.wav,384.009,387.469,G01,12636.3,14414.1,27.0,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV,,,,,
B92C0100.wav,604.127,612.345,G01,4822.8,13747.2,27.0,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV,,,,,
B92C0100.wav,1031.968,1035.242,G01,7662.4,13251.4,27.0,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV,,,,,
B92C0104.wav,831.497,848.218,G01,2028.3,6896.2,31.0,Spectrogram 1,G:\F2\F2_20240420\B92C0104.WAV,,,,,
B92C0105.wav,122.864,123.755,G01,3184.4,10785.7,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,273.676,286.488,G01,5927.1,13454.3,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,296.651,315.559,G01,5656.6,12800.7,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,358.478,359.841,G01,8474.5,15100.0,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,504.96,506.113,G01,6129.9,9352.6,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,523.575,524.437,G01,10760.0,12968.5,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,529.037,533.029,G01,11020.3,14333.2,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,573.249,575.504,G01,5994.7,8586.4,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0105.wav,1279.976,1280.845,G01,5752.4,10837.1,33.0,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV,,,,,
B92C0756.wav,1285.384,1286.496,G01,3024.0,10020.0,11.0,Spectrogram 1,G:\F2\F2_20240518\B92C0756.WAV,,,,,
B92C0763.wav,655.867,679.278,G01,4581.4,14142.0,133.0,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV,,,,,
B92C0763.wav,1058.002,1061.498,G01,3492.4,8235.1,133.0,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV,,,,,
B92C0763.wav,1421.365,1422.593,G01,5371.1,7582.7,133.0,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV,,,,,
B92C0763.wav,1552.27,1553.067,G01,7888.6,8920.2,133.0,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV,,,,,
B92C0765.wav,278.236,279.317,G01,6409.2,7718.1,170.0,Spectrogram 1,G:\F2\F2_20240518\B92C0765.WAV,,,,,
B92C0776.wav,1462.195,1463.71,G01,4537.1,5734.4,338.0,Spectrogram 1,G:\F2\F2_20240518\B92C0776.WAV,,,,,
B92C0777.wav,685.795,687.151,G01,5732.1,14628.6,340.0,Spectrogram 1,G:\F2\F2_20240518\B92C0777.WAV,,,,,
B92C1148.wav,365.781,366.507,G01,6536.4,12513.8,157.0,Spectrogram 1,G:\F2\F2_20240603\B92C1148.WAV,,,,,
B92C1149.wav,194.936,195.973,G01,5313.7,10073.9,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,268.827,269.735,G01,11288.2,15868.0,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,271.005,272.185,G01,12320.3,15674.5,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,287.651,287.973,G01,8085.9,14676.9,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,288.277,288.742,G01,12366.6,15288.4,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,289.989,290.62,G01,8357.7,15084.6,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,996.028,998.603,G01,4985.4,11112.9,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1149.wav,1321.876,1322.86,G01,5950.0,10490.9,182.0,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV,,,,,
B92C1160.wav,831.992,833.581,G01,4816.3,13846.8,712.0,Spectrogram 1,G:\F2\F2_20240603\B92C1160.WAV,,,,,
B92C1160.wav,1209.443,1211.35,G01,7912.5,11137.7,712.0,Spectrogram 1,G:\F2\F2_20240603\B92C1160.WAV,,,,,
B92C1161.wav,3.788,20.332,G01,4085.2,15509.3,730.0,Spectrogram 1,G:\F2\F2_20240603\B92C1161.WAV,,,,,
