file,onset_s,offset_s,label,freq_min,freq_max,filepath,index,source_filepath,duration_s,n_frames,id
AMAR1270.20241107T034723Z.wav,45.688,46.565,G01,8815.7,14998.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,58.099,58.98,G01,8243.3,15914.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,70.066,70.739,G01,11220.0,17631.5,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,72.92,73.849,G01,10189.6,16143.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,78.284,78.689,G01,2175.3,7785.3,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,79.464,80.165,G01,3205.7,8586.8,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,81.794,82.653,G01,3320.2,17975.0,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,84.97,85.789,G01,5839.0,14769.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,94.082,94.773,G01,8701.3,16028.6,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,103.912,104.555,G01,9044.7,14998.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,113.258,114.148,G01,8701.3,15112.7,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,136.059,136.552,G01,9388.2,14654.7,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,178.203,178.78,G01,6297.0,13051.9,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,181.11,181.59,G01,4121.6,8357.8,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,210.235,210.645,G01,9502.7,14425.8,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,244.853,245.364,G01,5266.5,11220.0,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,247.196,247.716,G01,3778.2,8930.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,260.792,261.765,G01,5266.5,10075.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,303.601,305.231,G01,3892.7,13166.4,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,309.476,310.15,G01,6297.0,10304.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,312.471,313.392,G01,5266.5,13280.9,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,314.924,315.81,G01,6525.9,11563.5,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,320.403,321.051,G01,4465.1,13853.3,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,330.855,331.273,G01,8815.7,12822.9,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,335.162,335.594,G01,8586.8,11907.0,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,337.822,338.298,G01,8586.8,11792.5,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,343.279,345.538,G01,5152.1,13738.8,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,355.642,359.61,G01,4350.6,12136.0,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,361.389,362.803,G01,5266.5,11792.5,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,365.437,366.644,G01,3778.2,12479.4,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,371.136,374.193,G01,4579.6,11907.0,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,386.168,391.726,G01,6297.0,12479.4,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,407.898,408.801,G01,4808.6,10991.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,442.573,443.273,G01,6754.9,10075.1,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,448.008,448.827,G01,8930.2,13395.3,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,453.892,456.781,G01,6869.4,10647.6,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,464.585,465.039,G01,4579.6,6983.9,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,466.73,467.232,G01,6640.4,14540.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,501.282,502.629,G01,6640.4,13166.4,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,530.134,530.706,G01,6068.0,15227.2,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,546.769,547.583,G01,8701.3,13967.8,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T034723Z.wav,599.223,600.518,G01,5610.0,12937.4,E:\F5\F5a_20241107\AMAR1270.20241107T034723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,3.91,4.953,G01,6182.5,13853.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,13.788,14.828,G01,7098.4,13166.4,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,157.169,157.64,G01,9273.7,13853.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,206.761,207.263,G01,5037.6,9617.2,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,245.716,246.328,G01,9502.7,14654.7,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,269.693,270.327,G01,5152.1,7785.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,298.398,298.865,G01,5839.0,8930.2,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,339.426,340.136,G01,7670.8,14082.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,351.59,354.262,G01,4465.1,17975.0,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,386.115,386.464,G01,7212.9,9846.2,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,390.837,392.388,G01,7899.8,14311.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,396.642,412.973,G01,4694.1,17059.0,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,425.387,429.473,G01,4007.2,12479.4,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,438.423,439.482,G01,4808.6,12593.9,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,445.679,446.956,G01,4007.2,12708.4,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,451.248,458.105,G01,4465.1,16257.6,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,463.231,464.994,G01,4121.6,16944.5,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,476.081,477.109,G01,4465.1,16028.6,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,484.446,485.48,G01,6068.0,12593.9,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,489.746,490.32,G01,5839.0,10075.1,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,497.725,513.471,G01,4236.1,16257.6,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,576.772,577.657,G01,4007.2,12822.9,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,591.515,592.051,G01,6754.9,10075.1,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T035723Z.wav,594.81,605.604,G01,7212.9,13395.3,E:\F5\F5a_20241107\AMAR1270.20241107T035723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,19.276,19.681,G01,8930.2,13166.4,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,55.849,56.853,G01,8630.5,14122.6,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,111.466,112.928,G01,3474.6,14346.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,122.586,123.159,G01,8182.1,13113.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,157.719,158.05,G01,6164.6,12889.7,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,178.049,178.6,G01,7061.3,11656.7,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,182.194,183.251,G01,6725.0,11208.4,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,195.697,199.093,G01,8182.1,13225.9,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,239.053,244.222,G01,7173.4,14234.7,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,249.66,259.551,G01,4707.5,14122.6,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,347.268,361.046,G01,8518.4,13225.9,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,392.394,397.969,G01,7733.8,14346.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,408.346,410.488,G01,5492.1,13450.1,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,431.341,432.039,G01,5155.9,7958.0,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,439.358,440.591,G01,4371.3,15691.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,454.462,488.442,G01,5716.3,13450.1,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,514.938,515.792,G01,4371.3,7397.5,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,521.522,543.054,G01,6725.0,14458.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,550.765,552.142,G01,9078.8,12777.6,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,558.775,560.083,G01,9863.4,11993.0,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T040723Z.wav,592.671,598.451,G01,9415.1,19726.8,E:\F5\F5a_20241107\AMAR1270.20241107T040723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,41.125,41.517,G01,13786.3,24322.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,50.3,51.203,G01,8966.7,13450.1,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,55.993,56.634,G01,9639.2,14010.5,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,111.732,112.629,G01,6837.1,11768.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,122.396,125.908,G01,4707.5,16364.3,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,133.127,134.111,G01,4147.1,13113.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,180.172,181.044,G01,6052.5,8294.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,205.522,221.98,G01,5292.3,22977.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,228.898,229.615,G01,7845.9,13786.3,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,234.928,241.088,G01,7733.8,22977.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,243.585,255.09,G01,4259.2,20847.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,261.215,273.573,G01,5492.1,25555.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,284.373,288.441,G01,4819.6,20847.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,302.449,303.813,G01,5268.0,11208.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,310.022,312.713,G01,5940.5,19951.0,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,317.628,325.17,G01,3810.9,14346.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,344.583,346.003,G01,6276.7,15467.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,358.66,359.843,G01,7621.7,13898.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,370.202,371.335,G01,5268.0,10199.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,373.017,373.802,G01,8406.3,13001.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,375.483,379.619,G01,5155.9,18493.9,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,381.911,385.2,G01,4483.4,12105.1,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,393.447,395.091,G01,3922.9,12553.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,397.234,398.361,G01,7845.9,16476.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,400.603,404.397,G01,5604.2,24770.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,408.059,411.709,G01,3922.9,18606.0,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,414.997,416.542,G01,6164.6,24770.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,423.263,434.58,G01,4819.6,18381.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,440.248,441.076,G01,6725.0,9527.1,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,446.794,448.208,G01,5604.2,13898.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,451.678,456.667,G01,5828.4,14907.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,462.933,463.524,G01,9639.2,11656.7,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,466.72,476.137,G01,5492.1,35194.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,486.134,487.648,G01,5716.3,35194.4,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,521.905,522.291,G01,11208.4,14346.8,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,527.741,528.663,G01,7509.6,27012.3,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,541.126,541.849,G01,7958.0,14122.6,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,543.693,544.789,G01,7845.9,18493.9,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,546.751,548.202,G01,7509.6,14907.2,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,579.414,580.043,G01,8518.4,14795.1,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T044723Z.wav,581.893,582.547,G01,6613.0,9190.9,E:\F5\F5a_20241107\AMAR1270.20241107T044723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,1.949,2.385,G01,11320.5,14346.8,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,48.782,50.121,G01,11208.4,14122.6,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,183.868,185.706,G01,8294.2,22192.6,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,193.46,195.254,G01,8182.1,25106.8,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,205.581,216.487,G01,4931.7,23649.7,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,222.261,224.211,G01,7958.0,21968.5,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,226.472,227.767,G01,4371.3,17597.2,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,230.34,232.308,G01,7621.7,21183.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,242.056,244.659,G01,4371.3,24882.7,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,248.814,250.601,G01,8406.3,24546.4,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,259.415,261.234,G01,8518.4,21968.5,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,272.252,274.046,G01,8406.3,24098.1,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,281.688,282.554,G01,7845.9,14570.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,284.628,285.824,G01,7397.5,24770.6,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,289.194,291.716,G01,4483.4,24322.2,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,323.794,325.083,G01,5380.0,19614.7,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,328.409,330.471,G01,7397.5,24658.5,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,332.396,339.882,G01,4819.6,20175.1,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,343.476,344.853,G01,6725.0,16476.4,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,368.036,373.174,G01,4371.3,21408.1,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,380.063,389.63,G01,4483.4,32840.6,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,391.293,392.757,G01,4147.1,29253.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,395.239,399.624,G01,5155.9,23873.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,403.137,404.208,G01,5380.0,18830.1,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,406.781,408.051,G01,5940.5,14683.0,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,428.35,431.907,G01,4931.7,15691.8,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,433.178,436.124,G01,5604.2,27908.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,447.609,450.338,G01,5268.0,20511.4,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,455.464,456.086,G01,10535.9,13562.2,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,459.419,460.359,G01,5940.5,15803.9,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,465.361,466.065,G01,4595.4,17373.0,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,468.432,469.553,G01,6388.8,25779.3,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
AMAR1270.20241107T045723Z.wav,470.705,471.06,G01,9863.4,14122.6,E:\F5\F5a_20241107\AMAR1270.20241107T045723Z.wav,,,,,
