file,onset_s,offset_s,label,freq_min,freq_max,selection,view,filepath
279C2228.wav,934.29,935.273,G01,6966.4,9718.6,124,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV
279C2228.wav,941.663,967.302,G01,6708.4,13502.8,124,Spectrogram 1,G:\F1\F1_20240718\279C2228.WAV
279C2230.wav,133.109,138.629,G01,4558.3,10449.6,201,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV
279C2230.wav,173.95,186.814,G01,7568.5,10922.7,201,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV
279C2230.wav,237.568,242.106,G01,8256.5,10793.7,201,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV
279C2230.wav,265.952,268.64,G01,6665.4,10191.6,201,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV
279C2230.wav,536.733,552.426,G01,8256.5,10535.6,201,Spectrogram 1,G:\F1\F1_20240718\279C2230.WAV
279C2241.wav,991.278,993.359,G01,7697.5,15351.9,715,Spectrogram 1,G:\F1\F1_20240718\279C2241.WAV
279C2241.wav,1146.957,1154.356,G01,6450.4,14362.9,715,Spectrogram 1,G:\F1\F1_20240718\279C2241.WAV
279C2624.wav,299.919,334.315,G01,5762.4,8256.5,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,523.692,549.199,G01,3397.2,6923.4,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,586.58,602.16,G01,2795.2,7052.4,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,623.242,632.373,G01,3655.2,11094.7,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,813.59,814.822,G01,5160.3,9245.6,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,967.233,978.416,G01,5504.3,7568.5,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2624.wav,993.87,1016.37,G01,5031.3,7009.4,361,Spectrogram 1,G:\F1\F1_20240803\279C2624.WAV
279C2978.wav,543.527,544.743,G01,5065.5,13354.4,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,546.524,549.333,G01,5283.6,13427.1,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,551.797,552.698,G01,5477.5,11876.0,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,571.398,572.614,G01,7610.3,14396.6,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,574.6,575.318,G01,6640.9,14008.8,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,577.2,577.9,G01,7222.5,11730.6,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,1124.61,1126.562,G01,2253.1,6131.0,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,1253.241,1255.0,G01,4459.6,11488.2,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,1325.612,1326.837,G01,2666.0,5429.0,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,1362.335,1363.464,G01,2908.4,5089.7,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2978.wav,1387.462,1388.792,G01,3005.3,5138.2,15,Spectrogram 1,G:\F1\F1_20240818\279C2978.WAV
279C2980.wav,406.458,407.56,G01,2181.3,5477.5,30,Spectrogram 1,G:\F1\F1_20240818\279C2980.WAV
279C2980.wav,534.64,536.154,G01,4459.6,15269.1,30,Spectrogram 1,G:\F1\F1_20240818\279C2980.WAV
279C2981.wav,1224.3,1227.149,G01,8870.6,14348.2,34,Spectrogram 1,G:\F1\F1_20240818\279C2981.WAV
B92C0088.wav,750.988,752.028,G01,5390.4,13050.5,3,Spectrogram 1,G:\F2\F2_20240420\B92C0088.WAV
B92C0091.wav,1190.162,1190.821,G01,9390.0,15736.4,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1559.016,1572.195,G01,8676.5,16091.0,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1696.338,1697.49,G01,11155.5,15437.5,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1704.472,1705.725,G01,11020.3,15414.9,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1725.912,1726.578,G01,9355.4,15511.5,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1758.046,1758.63,G01,9908.1,16060.2,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0091.wav,1768.835,1780.545,G01,10434.4,15437.5,5,Spectrogram 1,G:\F2\F2_20240420\B92C0091.WAV
B92C0092.wav,407.512,410.285,G01,8361.0,11719.0,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0092.wav,615.144,636.107,G01,3155.1,13431.7,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0092.wav,652.024,662.13,G01,4034.0,12552.8,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0092.wav,708.172,709.078,G01,8482.8,10906.5,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0092.wav,802.415,807.543,G01,3087.5,13769.8,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0092.wav,1690.926,1691.694,G01,4214.3,10704.8,11,Spectrogram 1,G:\F2\F2_20240420\B92C0092.WAV
B92C0096.wav,910.512,911.597,G01,4146.7,9127.3,20,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV
B92C0096.wav,1313.44,1314.175,G01,3650.9,11358.4,20,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV
B92C0096.wav,1325.14,1325.758,G01,3853.7,5296.1,20,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV
B92C0096.wav,1334.611,1334.928,G01,3876.3,4867.9,20,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV
B92C0096.wav,1465.802,1467.122,G01,5701.7,9938.6,20,Spectrogram 1,G:\F2\F2_20240420\B92C0096.WAV
B92C0100.wav,384.009,387.469,G01,12636.3,14414.1,27,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV
B92C0100.wav,604.127,612.345,G01,4822.8,13747.2,27,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV
B92C0100.wav,1031.968,1035.242,G01,7662.4,13251.4,27,Spectrogram 1,G:\F2\F2_20240420\B92C0100.WAV
B92C0104.wav,831.497,848.218,G01,2028.3,6896.2,31,Spectrogram 1,G:\F2\F2_20240420\B92C0104.WAV
B92C0105.wav,122.864,123.755,G01,3184.4,10785.7,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,273.676,286.488,G01,5927.1,13454.3,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,296.651,315.559,G01,5656.6,12800.7,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,358.478,359.841,G01,8474.5,15100.0,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,504.96,506.113,G01,6129.9,9352.6,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,523.575,524.437,G01,10760.0,12968.5,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,529.037,533.029,G01,11020.3,14333.2,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,573.249,575.504,G01,5994.7,8586.4,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0105.wav,1279.976,1280.845,G01,5752.4,10837.1,33,Spectrogram 1,G:\F2\F2_20240420\B92C0105.WAV
B92C0756.wav,1285.384,1286.496,G01,3024.0,10020.0,11,Spectrogram 1,G:\F2\F2_20240518\B92C0756.WAV
B92C0763.wav,655.867,679.278,G01,4581.4,14142.0,133,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV
B92C0763.wav,1058.002,1061.498,G01,3492.4,8235.1,133,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV
B92C0763.wav,1421.365,1422.593,G01,5371.1,7582.7,133,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV
B92C0763.wav,1552.27,1553.067,G01,7888.6,8920.2,133,Spectrogram 1,G:\F2\F2_20240518\B92C0763.WAV
B92C0765.wav,278.236,279.317,G01,6409.2,7718.1,170,Spectrogram 1,G:\F2\F2_20240518\B92C0765.WAV
B92C0776.wav,1462.195,1463.71,G01,4537.1,5734.4,338,Spectrogram 1,G:\F2\F2_20240518\B92C0776.WAV
B92C0777.wav,685.795,687.151,G01,5732.1,14628.6,340,Spectrogram 1,G:\F2\F2_20240518\B92C0777.WAV
B92C1148.wav,365.781,366.507,G01,6536.4,12513.8,157,Spectrogram 1,G:\F2\F2_20240603\B92C1148.WAV
B92C1149.wav,194.936,195.973,G01,5313.7,10073.9,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,268.827,269.735,G01,11288.2,15868.0,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,271.005,272.185,G01,12320.3,15674.5,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,287.651,287.973,G01,8085.9,14676.9,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,288.277,288.742,G01,12366.6,15288.4,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,289.989,290.62,G01,8357.7,15084.6,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,996.028,998.603,G01,4985.4,11112.9,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1149.wav,1321.876,1322.86,G01,5950.0,10490.9,182,Spectrogram 1,G:\F2\F2_20240603\B92C1149.WAV
B92C1160.wav,831.992,833.581,G01,4816.3,13846.8,712,Spectrogram 1,G:\F2\F2_20240603\B92C1160.WAV
B92C1160.wav,1209.443,1211.35,G01,7912.5,11137.7,712,Spectrogram 1,G:\F2\F2_20240603\B92C1160.WAV
B92C1161.wav,3.788,20.332,G01,4085.2,15509.3,730,Spectrogram 1,G:\F2\F2_20240603\B92C1161.WAV
B92C1161.wav,479.758,480.885,G01,4257.3,11137.7,730,Spectrogram 1,G:\F2\F2_20240603\B92C1161.WAV
B92C1525.wav,1513.1,1515.663,G01,7309.8,9987.9,8,Spectrogram 1,G:\F2\F2_20240619\B92C1525.WAV
B92C1525.wav,1525.021,1527.904,G01,7026.2,9987.9,8,Spectrogram 1,G:\F2\F2_20240619\B92C1525.WAV
B92C1525.wav,1550.419,1564.364,G01,6522.1,9830.4,8,Spectrogram 1,G:\F2\F2_20240619\B92C1525.WAV
B92C1525.wav,1566.17,1568.525,G01,6994.7,9672.9,8,Spectrogram 1,G:\F2\F2_20240619\B92C1525.WAV
B92C1526.wav,4.294,41.677,G01,7561.8,16321.0,14,Spectrogram 1,G:\F2\F2_20240619\B92C1526.WAV
B92C1537.wav,413.586,415.47,G01,7593.4,12760.6,33,Spectrogram 1,G:\F2\F2_20240619\B92C1537.WAV
B92C2228.wav,1037.039,1038.297,G01,8790.6,13453.8,24,Spectrogram 1,G:\F2\F2_20240718\B92C2228.WAV
B92C2229.wav,29.198,29.911,G01,5987.7,8784.2,27,Spectrogram 1,G:\F2\F2_20240718\B92C2229.WAV
B92C2231.wav,1033.692,1040.647,G01,5230.3,7971.4,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1131.044,1140.081,G01,4631.6,5828.9,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1154.62,1166.722,G01,4852.2,8318.0,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1173.571,1217.657,G01,4411.1,7120.7,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1222.227,1262.659,G01,4852.2,8097.5,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1290.333,1293.083,G01,5986.5,9200.2,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1315.127,1330.765,G01,5923.4,8192.0,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1340.404,1342.604,G01,4474.1,8255.0,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1386.545,1432.832,G01,4600.1,8097.5,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1523.74,1537.413,G01,4757.7,9137.2,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1554.125,1556.089,G01,4614.8,5605.9,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
B92C2231.wav,1638.966,1639.622,G01,6195.6,6952.9,40,Spectrogram 1,G:\F2\F2_20240718\B92C2231.WAV
